arabic,arabic_romanization,hebrew,hebrew_romanization,pansemitic,layers
أُسّ,ʔuss,שָׁת,shat,ʔus,direct_cognate_ar→he
أُسْر,ʔusr,אָסַר,asár,ʔasar,shared_borrowing_source;lemma_promoted
أُسْطُورَة,ʔusṭūra,הִיסְטוֹרְיָה,história,histaria,shared_borrowing_source
أُسْطُورِيّ,ʔusṭūriyy,הִיסְטוֹרְיָה,história,histaria,shared_borrowing_source
أُسْطُول,ʔusṭūl,טַלִּית,talit,stil,shared_borrowing_source
أُسْقُف,ʔusquf,בִּישׁוֹף,bishóf,ʔipiskapas,shared_borrowing_source
أُفُق,ʔufuq,אֹפֶק,ófek,ʔupuq,shared_borrowing_source
أُكَّاف,ʔukkāf,אֻכָּף,ukáf,ʔukaf,direct_cognate_ar→he
أُكُل,ʔukul,אָכַל,akhál,ʔakal,shared_borrowing_source;lemma_promoted
أُكُل,ʔukul,אֹֽכֶל,ókhel,ʔukul,direct_cognate_he→ar;lemma_promoted
أُكُل,ʔukul,אֹכֶל,ókhel,ʔakal,shared_borrowing_source;lemma_promoted
أُكْتُوبِر,ʔuktūbir,אוֹקְטוֹבֶּר,október,ʔaktabir,shared_borrowing_source
أُكْسِجِين,ʔuksijīn,גֶ׳נוֹסַיְד,jénosayd,ginas,shared_borrowing_source
أُكْسِجِين,ʔuksijīn,זַן,zan,ginhas,shared_borrowing_source
أُكْسِجِين,ʔuksijīn,זָן,zan,ginhas,shared_borrowing_source
أُكْلَال,ʔuklāl,יוקולילי,yukuleyli,yukalili,shared_borrowing_source
أُكْلَة,ʔukla,אׇכְלָה,okhlá,ʔukla,direct_cognate_he→ar
أُلُوف,ʔulūf,אִלּוּף,ilúf,ʔuluf,direct_cognate_he→ar
أُلُوف,ʔulūf,אַלּוּף,alúf,ʔuluf,direct_cognate_he→ar
أُمَّة,ʔumma,אֻמָּה,'umá,ʔuma,direct_cognate_he→ar
أُمّ,ʔumm,אִם,im,ʔum,direct_cognate_ar→he
أُمّ,ʔumm,אִמָּא,'íma,ʔim,shared_borrowing_source
أُمّ,ʔumm,אֵם,em,ʔim,direct_cognate_ar→he;shared_borrowing_source
أُنَاس,ʔunās,אֱנוֹשׁ,enósh,ʔinaš,shared_borrowing_source
أُنَاس,ʔunās,אָנוּשׁ,anúsh,ʔinaš,shared_borrowing_source
أُنْبُوب,ʔunbūb,אַבּוּב,abúv,ʔibubum,direct_cognate_he→ar;shared_borrowing_source
أُنْثَى,ʔunṯā,אִשָּׁה,ishá,ʔans-at,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
أُهِلَ,ʔuhila,אֹהֶל,óhel,ʔahl,shared_borrowing_source;lemma_promoted
أُوبِرَا,ʔobira,אוֹפֵּרָה,ópera,ʔapira,shared_borrowing_source
أُورَانُوس,ʔūrānūs,אוּרָנוּס,uránus,ʔuranas,shared_borrowing_source
أُورْكِسْتْرَا,ʔorkestrā,קַרְיוֹקִי,karyóki,ʔarkistra,shared_borrowing_source
أُوسَاكَا,ʔūsākā,אוֹסָקָה,ósaka,ʔasaka,shared_borrowing_source
أُوقِيَّة,ʔūqiyya,אִינְץ׳,ínch,ʔuqiyaš,shared_borrowing_source
أُوقْيَانُوس,ʔūqyānūs,אוֹקְיָנוֹס,okyános,ʔakianas,shared_borrowing_source
أُوقْيَانُوس,ʔūqyānūs,אוקיינוס,oqyanós,ʔakianas,shared_borrowing_source
أُوكْسِيتَانِيَا,ʔūksītāniyā,אוֹקְסִיטַנְיָה,oksitánya,ʔatšitania,shared_borrowing_source
أُولَاءِ,ʾulāʾi,אֵלֶּה,éle,ʔulaʔi,direct_cognate_he→ar
أُولَاءِ,ʾulāʾi,זֶה,ze,ʔulaʔi,lemma_promoted
أُونْسَة,ʔunsa,אִינְץ׳,ínch,ʔunsa,shared_borrowing_source
أُونْصَة,ʔunṣa,אִינְץ׳,ínch,ʔunṣa,shared_borrowing_source
أُوَار,ʔuwār,אוֹר,'ór,ʔuwar,direct_cognate_ar→he;direct_cognate_he→ar
إسْكَنْدَر,ʔiskandar,אָלֶכְּסָנְדֶר,aleksánder,ʔaliksandras,shared_borrowing_source
إِبْزِيم,ʔibzīm,אַבְזָם,avzám,ʔibzim,shared_borrowing_source
إِبْهَام,ʔibhām,בֹּהֶן,bóhen,ʔibaham,direct_cognate_ar→he
إِثْم,ʔiṯm,אַשְׁמָה,ashmá,ʔisma,direct_cognate_ar→he;direct_cognate_he→ar
إِجَّاص,ʔijjāṣ,אַגָּס,agás,ʔagas,direct_cognate_ar→he;shared_borrowing_source
إِحْدَى,ʔiḥdā,אִחֵד,ikhéd,ʔaxad,lemma_promoted
إِحْدَى,ʔiḥdā,אֶחָד,ekhád,ʔaxad,shared_borrowing_source;lemma_promoted
إِحْدَى,ʔiḥdā,אַחַת,akhát,ʔaxad,shared_borrowing_source
إِحْدَى,ʔiḥdā,אֻחַד,ukhád,ʔaxad,lemma_promoted
إِحْدَى,ʔiḥdā,חַד,khad-,ʔaxad,shared_borrowing_source
إِذَا,ʔiḏā,אָז,az,ʔiza,direct_cognate_ar→he
إِذْ,ʔiḏ,אָז,az,ʔiz,direct_cognate_he→ar
إِرْبِيَان,ʔirbiyān,אַרְבֶּה,arbé,ʔirbay,shared_borrowing_source
إِرْمِيَا,ʔirmiyā,יִרְמְיָה,yirm'yá,yirmya,shared_borrowing_source
إِزَار,ʔizār,אֵזוֹר,ezór,ʔizar,direct_cognate_he→ar
إِزْمِيل,ʔizmīl,אִזְמֵל,izmél,zmili,shared_borrowing_source
إِسْتَاد,ʔistād,אִצְטַדְיוֹן,itstadyón,stadian,shared_borrowing_source
إِسْتَاد,ʔistād,סְטָטוּס,státus,stix,shared_borrowing_source
إِسْحَاق,ʔisḥāq,יִצְחָק,yitskhák,yiṣxaq,shared_borrowing_source
إِسْرَائِيل,ʔisrāʔīl,יִשְׂרָאֵל,yisra'él,yisraʔil,shared_borrowing_source
إِسْرَائِيل,ʔisrāʔīl,פָּלֶשְׂתִּינָה,palestína,yisraʔil,shared_borrowing_source
إِسْرَائِيل,ʔisrāʔīl,פָלַסְטִין,falastín,yisraʔil,shared_borrowing_source
إِسْرِنْج,ʔisrinj,זַ׳רְגּוֹן,zhargón,zarqun,shared_borrowing_source
إِسْرِنْج,ʔisrinj,כְּלוֹר,klór,gilʕ,shared_borrowing_source
إِسْطَبْل,ʔisṭabl,אִצְטַדְיוֹן,itstadyón,stix,shared_borrowing_source
إِسْطَبْل,ʔisṭabl,סְטָטוּס,státus,stix,shared_borrowing_source
إِسْفَانَاخ,ʔisfānāḵ,פִּין,pin,spiy,shared_borrowing_source
إِسْفَانَاخ,ʔisfānāḵ,שְׁפִּיץ,shpits,spiy,shared_borrowing_source
إِسْفَنْج,ʔisfanj,סְפוֹג,sfog,spangas,shared_borrowing_source
إِسْفَنْج,ʔisfanj,סָפַג,safág,spangas,shared_borrowing_source
إِسْفَنْج,ʔisfanj,סֻפְגָּנִיָּה,sufganiyá,spangas,shared_borrowing_source
إِسْكِدُنْيَا,ʔiskidunyā,שֶׁסֶק,shések,ʔiskidunya,direct_cognate_he→ar
إِسْلَام,ʔislām,אִסְלָאם,islám,ʔislam,shared_borrowing_source
إِسْمَاعِيل,ʔismāʕīl,יִשְׁמָעֵאל,yishma'él,yišmaʔil,shared_borrowing_source
إِصْبَع,ʔiṣbaʕ,אֶצְבַּע,étsba,ʔiṣbaʕ,shared_borrowing_source
إِصْطَبْل,ʔiṣṭabl,אִצְטַדְיוֹן,itstadyón,stix,shared_borrowing_source
إِصْطَبْل,ʔiṣṭabl,סְטָטוּס,státus,stix,shared_borrowing_source
إِطْرِيَة,ʔiṭriya,אִטְרִיָּה,itriyá,ʔitrian,shared_borrowing_source
إِقْلِيد,ʔiqlīd,קְלִיד,k'lid,qlidaʔ,shared_borrowing_source
إِقْلِيد,ʔiqlīd,קְלָאוּסְטְרוֹפוֹבְּיָה,klaustrofóbya,klixu,shared_borrowing_source
إِقْلِيم,ʔiqlīm,אַקְלִים,aklím,ʔiqlim,shared_borrowing_source
إِلَاهَة,ʔilāha,אֱלוֹהַּ,elóah,ʔil,shared_borrowing_source
إِلَاهَة,ʔilāha,אֲללַּהּ,alláh,ʔil,shared_borrowing_source
إِلَاهَة,ʔilāha,אֵל,el,ʔil,shared_borrowing_source
إِلَاهَة,ʔilāha,א־ל,ʾ-l,ʔil,shared_borrowing_source
إِلَى,ʔilā,אֶל,el,ʔila,direct_cognate_he→ar;shared_borrowing_source
إِلَّا,ʔillā,אֶלָּא,elá,ʔila,direct_cognate_ar→he;direct_cognate_he→ar
إِلّ,ʔill,אֱלֹהִים,elohím,ʔil,shared_borrowing_source
إِلّ,ʔill,אֱלוֹהַּ,elóah,ʔil,shared_borrowing_source;lemma_promoted
إِلّ,ʔill,אֲללַּהּ,alláh,ʔil,shared_borrowing_source
إِلّ,ʔill,אֵל,el,ʔil,direct_cognate_he→ar;shared_borrowing_source
إِلّ,ʔill,אֶל,el,la,shared_borrowing_source
إِلّ,ʔill,א־ל,ʾ-l,ʔil,shared_borrowing_source
إِلٰه,ʔilāh,אֱלוֹהַּ,elóah,ʔil,direct_cognate_he→ar;shared_borrowing_source;lemma_promoted
إِلٰه,ʔilāh,אֲללַּהּ,alláh,ʔil,shared_borrowing_source;lemma_promoted
إِلٰه,ʔilāh,אֵל,el,ʔil,shared_borrowing_source;lemma_promoted
إِلٰه,ʔilāh,א־ל,ʾ-l,ʔil,shared_borrowing_source;lemma_promoted
إِمَام,ʔimām,אִימָאם,imám,ʔimam,shared_borrowing_source
إِمَّر,ʔimmar,אִמֵּר,imér,ʔimirum,shared_borrowing_source
إِن,ʔin,אִם,im,šim,shared_borrowing_source
إِنَاء,ʔināʔ,אֳנִיָּה,oniyá,ʔinaʔa,direct_cognate_ar→he;direct_cognate_he→ar
إِنَاس,ʔinās,אֱנוֹשׁ,enósh,ʔinaš,shared_borrowing_source
إِنَّ,ʔinna,הִנֵּה,hiné,ʔina,direct_cognate_ar→he;direct_cognate_he→ar
إِنْ,ʔin,אֵין,en,ʔin,direct_cognate_ar→he;direct_cognate_he→ar
إِنْ,ʔin,אַיִן,áyin,ʔayin,direct_cognate_ar→he;direct_cognate_he→ar
إِنْ شَاءَ ٱللّٰهُ,ʔin šāʔa llāhu,אינשאללה,inshála,ʔin šaʔa‿lah,shared_borrowing_source
إِنْتَرْنَت,ʔintarnat,אִינְטֶרְנֶט,ínternet,ʔintanit,shared_borrowing_source
إِنْتَرْنَت,ʔintarnat,הָאִינְטֶרְנֶט,ha'ínternet,ʔintanit,shared_borrowing_source
إِنْسَان,ʔinsān,אֱנוֹשׁ,enósh,ʔinaš,shared_borrowing_source
إِنْسَان,ʔinsān,אָנוּשׁ,anúsh,ʔinaš,shared_borrowing_source
إِوَزّ,ʔiwazz,אֲוָז,aváz,ʔiwaz,direct_cognate_ar→he;direct_cognate_he→ar
إِيدْز,ʔīdz,אֵיְדְּס,éyds,ʔidz,shared_borrowing_source
إِيوَان,ʔīwān,יוֹחָנָן,yokhanán,yaxanan,shared_borrowing_source
التَّلْمُود,at-talmūd,תַּלְמוּד,talmúd,talmud,shared_borrowing_source
التَّوْرَاة,at-tawrāh,תּוֹרָה,torá,tara,shared_borrowing_source
الدَّار الْبَيْضَاء,ad-dār al-bayḍāʔ,קָזַבְּלַנְקָה,kazablánka,dar albayṣaʔ,shared_borrowing_source
الرَّبّ,ar-rabb,רַב,ráv,rab,direct_cognate_ar→he
السَّبْت,as-sabt,שַׁבָּת,shabát,šabat,shared_borrowing_source
السَّبْت,as-sabt,שָׁבַת,shavát,šapatum,shared_borrowing_source
السَّلَامُ عَلَيْكُمْ,as-salāmu ʕalaykum,שָׁלוֹם עֲלֵיכֶם,shalóm alekhém,salamuʕalaykum,direct_cognate_ar→he;direct_cognate_he→ar
السُّعُودِيَّة,as-suʕūdiyya,סָעוּדְיָה,sa'údya,suʕudiya,shared_borrowing_source
السِّنْد,as-sind,הֹדּוּ,hódu,sindu,shared_borrowing_source
السِّنْد,as-sind,הוֹדָה,hodá,sinduš,lemma_promoted
السِّنْد,as-sind,הוֹדוּ,hodú,sinduš,shared_borrowing_source
الشَّام,aš-šām,שְׂמֹאל,s'mól,samal,direct_cognate_ar→he
الصِّين,aṣ-ṣīn,סִין,sin,ṣin,shared_borrowing_source
الفَاسِخ,al-fāsiḵ,פֶּסַח,pésakh,pasix,direct_cognate_ar→he
اللّٰه,allāh,אֱלֹהִים,elohím,ʔil,shared_borrowing_source
اللّٰه,allāh,אֱלוֹהַּ,elóah,ʔil,direct_cognate_ar→he;shared_borrowing_source;lemma_promoted
اللّٰه,allāh,אֲללַּהּ,alláh,ʔalah,shared_borrowing_source
اللّٰه,allāh,אֵל,el,ʔil,shared_borrowing_source
اللّٰه,allāh,א־ל,ʾ-l,ʔil,shared_borrowing_source
الناتو,an-nātū,נָאט״וֹ,"nát""o",nitau,shared_borrowing_source
النَّقَب,an-naqab,נֶגֶב,négev,nigiw,shared_borrowing_source
النِّيل,an-nīl,נִילוּס,nilus,nilas,shared_borrowing_source
النِّيل,an-nīl,נָהַר,nahár,nahar,shared_borrowing_source
النِّيل,an-nīl,נָהָר,nahár,nahar,shared_borrowing_source
الْأُرْدُن,al-ʔurdun,יַרְדֵּן,yardén,ʔurdun,direct_cognate_ar→he
الْإِسْكَنْدَر,al-ʔiskandar,אָלֶכְּסָנְדֶר,aleksánder,ʔaliksandras,shared_borrowing_source
الْإِسْكَنْدَرِيَّة,al-ʔiskandariyya,אֲלֶכְּסַנְדְּרִיָּה,aleksandríya,ʔaliksandria,shared_borrowing_source
الْبَحْرَيْن,al-baḥrayn,בַּחְרֵיְן,bakhréyn,baxrayn,shared_borrowing_source
الْعِبْرِيَّة,al-ʕibriyya,עִבְרִי,ivrí,ʕibrit,lemma_promoted
الْعِبْرِيَّة,al-ʕibriyya,עִבְרִית,ivrít,ʕibrit,shared_borrowing_source
الْعِرَاق,al-ʕirāq,עיראק,'irák,ʕiraq,shared_borrowing_source
الْفُرَات,al-furāt,פְּרָת,p'rát,puratu,direct_cognate_he→ar;shared_borrowing_source
الْقَاهِرَة,al-qāhira,קָהִיר,kahír,qahira,shared_borrowing_source
الْقَنْتْ,al-qant,ראשת,rasht,liwk,shared_borrowing_source
الْقُرْآن,al-qurʔān,קֻרְאָן,kur'án,qurʔan,shared_borrowing_source
الْقِرِم,al-qirim,קְרִים,krim,qurum,shared_borrowing_source
الْكَنْك,al-kank,גיי,gey,ging,shared_borrowing_source
الْكُوَيْت,al-kuwayt,קוֹטֶג׳,kótej,kati,shared_borrowing_source
الْمَكْسِيك,al-maksīk,מֶקְסִיקוֹ,méksiko,mixika,shared_borrowing_source
الْمُشْتَرِي,al-muštarī,יָשָׁר,yashár,muštari,direct_cognate_ar→he
الْهِنْد,al-hind,הֹדּוּ,hódu,hiduš,shared_borrowing_source
الْهِنْد,al-hind,הוֹדָה,hodá,hiduš,lemma_promoted
الْهِنْد,al-hind,הוֹדוּ,hodú,hiduš,shared_borrowing_source
الْيَابَان,al-yābān,יַפָּן,yapán,yapan,shared_borrowing_source
اَلتَّنَاخ,at-tanāḵ,תָּנָ״ךְ,tanákh,tanax,shared_borrowing_source
اَلرَّحْمٰن,ar-raḥmān,הָרַחֲמָן,haraḥaman,haraxaman,direct_cognate_he→ar
اَللّٰهُمَّ,allāhumma,אֱלֹהִים,elohím,ʔilahim,shared_borrowing_source
اَللّٰهُمَّ,allāhumma,אֱלוֹהַּ,elóah,ʔilahim,shared_borrowing_source;lemma_promoted
اَللّٰهُمَّ,allāhumma,אֵל,el,ʔil,shared_borrowing_source
اَلمُخَا,al-muḵā,מוֹקָה,móka,muxa,shared_borrowing_source
اَلمُخَا,al-muḵā,מוח׳א,mokha,muxa,shared_borrowing_source
اَلنُّرْوِيج,an-nurwīj,נוֹרְבֶגְיָה,norvégya,narwigia,shared_borrowing_source
اَلْ,al-,אֵל,el,,direct_cognate_ar→he
اَلْ,al-,אַ־,a-,,shared_borrowing_source
اَلْ,al-,אַל־,'ál,,lemma_promoted
اَلْ,al-,ד׳,d.,,lemma_promoted
اَلْ,al-,הַ־,ha-,,direct_cognate_he→ar
اَلْ,al-,ס׳,simán,,lemma_promoted
اَلْ,al-,ת׳,ta-,,lemma_promoted
اَلْمِشْنَاه,al-mišnāh,מִשְׁנָה,mishná,mišni,shared_borrowing_source
اَلْيُونَان,al-yūnān,יָוָן,yaván,ʔian,shared_borrowing_source
اِبْن,ibn,אִבְּן,ibn,ʔibn,shared_borrowing_source
اِبْن,ibn,בֵּן,bén,bin,shared_borrowing_source
اِبْن,ibn,בַּר,bar,bin,shared_borrowing_source
اِبْن,ibn,בַּר מִינַן,bár minán,bin,shared_borrowing_source
اِبْن,ibn,בָּר,bar,bin,shared_borrowing_source
اِبْن,ibn,ב־ן,b-n,bin,shared_borrowing_source
اِبْن,ibn,ן׳,,ʔibn,shared_borrowing_source
اِبْنَة,ibna,בַּת,bat,bint,shared_borrowing_source;lemma_promoted
اِبْنَة,ibna,בָּנוֹת,banót,bint,shared_borrowing_source
اِثْنَان,iṯnān,שְׁנֵי,shnei,sin,lemma_promoted
اِثْنَان,iṯnān,שְׁנַיִם,sh'náyim,sin,lemma_promoted
اِثْنَان,iṯnān,שְׁנַייִם,sh'náyim,sin,shared_borrowing_source
اِثْنَان,iṯnān,שְׁתֵּי,shtéi,sin,lemma_promoted
اِثْنَان,iṯnān,שְׁתַּיִם,shtáyim,sin-t-ani ~ *isn-at-ani,lemma_promoted
اِثْنَتَانِ,iṯnatāni,שְׁנֵי,shnei,sin,shared_borrowing_source
اِثْنَتَانِ,iṯnatāni,שְׁנַיִם,sh'náyim,sin,shared_borrowing_source
اِثْنَتَانِ,iṯnatāni,שְׁתֵּי,shtéi,sin,shared_borrowing_source
اِثْنَتَانِ,iṯnatāni,שְׁתַּיִם,shtáyim,sin-t-ani ~ *isn-at-ani,shared_borrowing_source
اِسْت,ist,שֵׁת,shet,ʔisit,direct_cognate_ar→he;direct_cognate_he→ar
اِسْت,ist,שָׁת,shat,ʔisat,direct_cognate_he→ar
اِسْتَحْيَا,istaḥyā,הִשְׁתַּחֲוָה,hishtakhavá,ʔistaxaya,direct_cognate_ar→he
اِسْتَعْرَبَ,istaʕraba,הִסְתַּעֲרֵב,hista'arév,ʔistaʕraba,shared_borrowing_source
اِسْتَعْرَبَ,istaʕraba,מִסְתַּעֲרֵב,mista'arév,ʔistaʕraba,shared_borrowing_source
اِسْم,ism,שֵׁם,shem,šim,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
اِسْم,ism,שָׁם,sham,ʔisam,direct_cognate_ar→he
اِسْم,ism,שָׂם,sam,ʔisam,direct_cognate_ar→he
اِعْتَمَلَ,iʕtamala,הִתְעַמֵּל,hitamél,ʔiʕtamala,direct_cognate_he→ar
اِقْتَنَى,iqtanā,קָנָה,kaná,ʔiqtana,direct_cognate_ar→he
اِمْرَأَة,imraʔa,נָשִׁים,nashím,ʔimraʔam,direct_cognate_ar→he;lemma_promoted
اِمْرَأَة,imraʔa,נָשִׂים,nasím,ʔimraʔam,direct_cognate_ar→he;lemma_promoted
اِمْرَأَة,imraʔa,שֵׁם,shem,ʔimraʔa,lemma_promoted
اِمْرَأَة,imraʔa,שָׁם,sham,ʔimraʔa,lemma_promoted
اِمْرَأَة,imraʔa,שָׂם,sam,ʔimraʔa,lemma_promoted
اِنْتَقَمَ,intaqama,נְקָמָה,nekamá,ʔintaqama,lemma_promoted
اِنْتَقَمَ,intaqama,נָקַם,nakám,ʔintaqama,direct_cognate_he→ar
اِنْتِفَاضَة,intifāḍa,אִנְתִּיפָדָה,intifáda,ʔintipaṣa,shared_borrowing_source
اِنْتِقَام,intiqām,נְקָמָה,nekamá,ʔintiqama,direct_cognate_ar→he;direct_cognate_he→ar
بارون,bārōn,פַּרְוֶה,párve,bara,shared_borrowing_source
بارون,bārōn,פרווה,parvá,bara,shared_borrowing_source
بالُون,bālūn,בָּלוֹן,balón,bala,shared_borrowing_source
بالُون,bālūn,לָמָה,láma,bil,shared_borrowing_source
بالُون,bālūn,פּוֹלְמוֹס,polmós,pil,shared_borrowing_source
بالُون,bālūn,פוּל,ful,pil,shared_borrowing_source
بستو,pestō,פֶּסְטוֹ,pésto,pista,shared_borrowing_source
بيك,bēg,אֲבַגְתָא,avagtá,bagah,shared_borrowing_source
بيكُم,bēgum,אֲבַגְתָא,avagtá,bagah,shared_borrowing_source
بَأْسَاء,baʔsāʔ,בָּאסָה,bása,baʔsaʔ,shared_borrowing_source
بَاءَ,bāʔa,בָּא,ba,baʔa,direct_cognate_ar→he;direct_cognate_he→ar
بَابُونَج,bābūnaj,בַּבּוֹנָג,babonág,babunaj,shared_borrowing_source
بَابِل,bābil,בָּבֶל,bavél,babilim,shared_borrowing_source
بَادَ,bāda,אָבַד,avád,ʔabada,direct_cognate_ar→he
بَار,bār,בַּר,bar,bar,shared_borrowing_source
بَار,bār,בָּאר,bár,bar,shared_borrowing_source
بَار,bār,בָּר,bar,bar,shared_borrowing_source
بَار,bār,בּוֹר,bór,bir,shared_borrowing_source
بَار,bār,גִּזְבָּר,gizbár,bir,shared_borrowing_source
بَار,bār,פַּרְוֶה,párve,bar,shared_borrowing_source
بَار,bār,פרווה,parvá,bar,shared_borrowing_source
بَارَكَ,bāraka,בֵּרֵךְ,berékh,baraka,direct_cognate_ar→he;direct_cognate_he→ar
بَارَكَ,bāraka,בָּרוּךְ,barúkh,baraka,lemma_promoted
بَارِيز,bārīz,בְּרִיטַנְיָה,británya,kir,shared_borrowing_source
بَارِيز,bārīz,סְפּוֹרְט,spórt,pir,shared_borrowing_source
بَاز,bāz,בַּז,baz,baz,direct_cognate_ar→he
بَازٍ,bāzin,בַּז,baz,bazin,direct_cognate_ar→he
بَازَار,bāzār,טֵלֵפוֹן,télefon,kil,shared_borrowing_source
بَازَار,bāzār,טֶלֶוִיזְיָה,televízya,kil,shared_borrowing_source
بَازَهْر,bāzahr,פוּטֶר,fúter,pix,shared_borrowing_source
بَاسُور,bāsūr,בֹּסֶר,bóser,basur,direct_cognate_ar→he
بَاسْتَا,bāsta,פַּשְׁטִידָה,pashtidá,pasta,shared_borrowing_source
بَاضَ,bāḍa,בֵּיצָה,betsá,baṣa,lemma_promoted
بَاطُس,bāṭus,בַּת,bat,bat,shared_borrowing_source;lemma_promoted
بَاطُس,bāṭus,בָּנוֹת,banót,bint,shared_borrowing_source
بَاطِيَة,bāṭiya,בַּת,bat,baṭiya,direct_cognate_he→ar
بَال,bāl,בּוּל,búl,bawl,lemma_promoted
بَالٍ,bālin,בּוּל,búl,bawl,lemma_promoted
بَالَ,bāla,בּוּל,búl,bawl,lemma_promoted
بَالِيه,bālēh,בָּלֵט,balét,bali,shared_borrowing_source
بَاي,bāy,אֲבַגְתָא,avagtá,bagah,shared_borrowing_source
بَاي,bāy,אוֹפְּטִימִי,optími,hipi,shared_borrowing_source
بَاي,bāy,אוֹפְּטִימָלִי,optimáli,hipi,shared_borrowing_source
بَاي,bāy,בַּי,báy,bai,direct_cognate_he→ar;shared_borrowing_source
بَتَاتَا,batātā,בָּטָטָה,batáta,batata,shared_borrowing_source
بَتُول,batūl,בְּתוּלָה,betulá,batul,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
بَتُول,batūl,בָּתוּל m .,batúl,batul,direct_cognate_he→ar
بَتُولَا,batūlā,קוֹד,kód,gitu,shared_borrowing_source
بَثَن,baṯan,בָּשָׁן,bashán,basan,shared_borrowing_source
بَثَن,baṯan,פֶּתֶן,péten,basan,shared_borrowing_source
بَحَثَ,baḥaṯa,בָּחַשׁ,bakhásh,baxasa,direct_cognate_ar→he
بَخْت,baḵt,אֲבַגְתָא,avagtá,bixg,shared_borrowing_source
بَدَل,badal,בְּדָל,b'dál,badal,direct_cognate_he→ar;lemma_promoted
بَدَل,badal,בִּידֵּל,bidél,badal,direct_cognate_he→ar;lemma_promoted
بَدَل,badal,בָּדַל,badál,badal,direct_cognate_he→ar;lemma_promoted
