kind,base,pos,stem,derivation,pansemitic,arabic,arabic_romanization,hebrew,hebrew_romanization,arabic_meaning,hebrew_meaning,proto_root,borrowed_from,evidence_count
lexeme,ginhas,noun,,,ginhas,جِنْس,jins,זַן,zan,a kind; a variety; a breed,"type, variety",jns,ine-pro:*ǵénh₁os,1
lexeme,gir,noun,,,gir,جِير,jīr,גִּיר,gir,"chalk, lime","limestone, calcite",gr,sux:𒌋𒀜,0
lexeme,gizʕ,noun,,qitl,gizʕ,جِذْع,jiḏʕ,גֶּזַע,géza',"a tree trunk, body, stock, torso","trunk, stock (of a tree)",gḏʕ,,0
lexeme,gišrum,noun,,,gišrum,جِسْر,jisr,גֶּשֶׁר,gésher,bridge,bridge,jsr,,0
lexeme,glall,adj,,n,glall,جَلّ,jall,גְּלִילִי,g'lilí,bulky,cylindrical,gll,,1
lexeme,gubar,noun,,n,gubar,غُبَار,ḡubār,עָפָר,afár,dust,dust,ɣbr,,0
lexeme,gubb,noun,,n,gubb,جُبّ,jubb,גֵּב,gev,"cistern, well",cistern,gb,,0
lexeme,gubr,noun,,qutl,gubr,غُبْرَة,ḡubra,עָפָר,afár,"dust colour, gray",dust,ɣbr,,0
lexeme,gulam,noun,,n,gulam,غُلَام,ḡulām,עֶלֶם,élem,"a young male human, a boy-child","a young, unmarried man of marriageable age",ɣlm,,0
lexeme,gumgulim,name/noun,,n,gumgulim,جُمْجُمَة,jumjuma,גֻּלְגֹּלֶת,gulgólet,"skull, cranium",skull,gmglm,,0
lexeme,gurayb,noun,,,gurayb,غُرَاب,ḡurāb,עוֹרֵב,'orév,"crow, raven",raven,ɣrb,,0
lexeme,gurin,noun,,n,gurin,جُرْن,jurn,גֹּרֶן,góren,"threshing-floor, surface where grain sheaves or where dates are collected, heap of harvest",threshing floor,grm,,0
lexeme,gurl,noun,,n+fem,gurla,غُرْلَة,ḡurla,עָרְלָה,orlá,foreskin; prepuce,foreskin (also metaphorical),ɣrl,,0
lexeme,gurub,noun,,n,gurub,غُرُوب,ḡurūb,עֶרֶב,érev,sunset,"evening, night",ɣrb,,2
lexeme,hal,particle,,n,hal,هَلْ,hal,הֲ־,ha-,introduces a positive yes-no question,"An interrogative particle, introducing a yes-no question.",hl,,0
lexeme,halak,verb,G,G,halak,هَلَكَ,halaka,הָלַךְ,halákh,"to ruin, to annihilate, to destroy","gone, wasted, damaged in an irreparable manner",hlk,,0
lexeme,handasa,noun,,,handasa,هَنْدَسَة,handasa,הַנְדָּסָה,handasá,geometry,Geometry.,hnds,,2
lexeme,hasaqa,verb,Š,Š,šahsaqa,أَسْقَى,ʔasqā,הִשְׁקָה,hishká,to give drink,"to give drink to, to water",hsq,,0
lexeme,haykal,name/noun,,,haykal,هَيْكَل,haykal,הֵיכָל,hekhál,temple,the Holy Temple,hykl,,0
lexeme,hayl,noun,,,hayl,هَيْل,hayl,הֶל,hel,cardamom,"cardamom (Seed of Elettaria cardamomum, used as a medicine and spice, especially in curry powder)",hyl,,0
lexeme,haza,pron,,n,haza,هٰذَا,hāḏā,זֶה,ze,this,"this, this one.",hḏ,,0
lexeme,hibni,noun,,,hibni,أَبْنُوس,ʔabnūs,הׇבְנֶה,hovné,ebony (Diospyros ebenum tree and wood),"ebony, ebony tree",ʔbns,egy:hbnj,0
lexeme,hiduš,name,,,hiduš,الْهِنْد,al-hind,הֹדּוּ,hódu,India (country in Asia),India (a country in South Asia),lhnd,peo:𐏃𐎡𐎯𐎢𐏁,0
lexeme,hiduš,noun,,,hiduš,هِنْدُوس,hindūs,הֹדּוּ,hódu,Hindus,India (a country in South Asia),hnds,peo:𐏃𐎡𐎯𐎢𐏁,0
lexeme,hirʔa,verb,Š,Š,šahirʔa,أَرَى,ʔarā,הֶרְאָה,her'á,to show,show,hrʔy,,0
lexeme,histana,verb,tD,tD,tahisstana,تَثَنَّى,taṯannā,הִשְׁתַּנָּה,hishtaná,to be doubled up,"to change, become different",hṯny,,0
lexeme,hitqiyamut,noun,,n,hitqiyamut,قِيَامَة,qiyāma,הִתְקוֹמְמוּת,hitkomemut,"turmoil, upheaval, tumult, chaos, uproar, mayhem","insurrection, revolt, rebellion, uprising",htqwmt,,0
lexeme,hiwil,name,,,hiwil,هَابِيل,hābīl,הֶבֶל,hével,Abel (biblical son of Adam),Abel (the son of Adam and Eve who was killed by his brother Cain),hbl,,0
lexeme,hum,pron,,n,hum,ـهُمْ,-hum,הֵם,hem,"them, their (masculine plural bound object pronoun)","they (the third-person masculine plural personal pronoun, masculine plural of הוא (hu'))",hm,,0
lexeme,hum,pron,,,hum,هُمْ,hum,הֵם,hem,they (masculine plural subject pronoun),"they (the third-person masculine plural personal pronoun, masculine plural of הוא (hu'))",hm,,0
lexeme,huna,adv,,n,huna,هُنَا,hunā,הֵנָּה,héna,"here, in this place","Hither, (to) here, over (to) here.",hn,,0
lexeme,jabal,noun,,,jabal,جَبَل,jabal,גָ׳בְּלָאוֹת,jabla'ót,mountain,hills,jblʔt,,0
lexeme,jabara,verb,G,G,jabara,جَبَرَ,jabara,גָּבַר,gavár,"to force, to compel","to become stronger, gain power",jbr,,0
lexeme,jabbān,noun,,qattaːl,jabbān,جَبَّان,jabbān,גְּבִינָה,g'viná,cheese dealer,cheese,jbn,,0
lexeme,jabbār,adj/noun,,qattaːl,jabbār,جَبَّار,jabbār,גִּבּוֹר,gibór,"mighty, powerful","strong, powerful; heroic, brave",jbr,,0
lexeme,jabr,noun,,,jabr,جَبْر,jabr,אַלְגֶּבְּרָה,álgebra,algebra,algebra,lgbr,,1
lexeme,jadafa,verb,D,D,jaddafa,جَدَّفَ,jaddafa,גִּדֵּף,gidéf,to blaspheme,"to blaspheme, insult (God; either by words or indirectly by one's actions)",jdf,,0
lexeme,jafn,noun,,qatl,jafn,جَفْن,jafn,גֶּפֶן,géfen,"vine, grapevine","vine, grapevine",jfn,,0
lexeme,jafn,noun,,qatl,jafn,جَفْنَة,jafna,גֶּפֶן,géfen,grapevine,"vine, grapevine",jfn,,0
lexeme,jarur,noun,,n,jarur,جَارُور,jārūr,מְגֵרָה,m'gerá,"drawer, a pulled-out storage container","drawer, tray",jrr,,0
lexeme,jawrab,noun,,n,jawrab,جَوْرَب,jawrab,גֶּרֶב,gérev,sock,sock,jwrb,,0
lexeme,jaxfal,noun,,n,jaxfal,جَحْفَل,jaḥfal,גּוּף,guf,"army, legion","corps, organisation, institution (group of people)",jḥfl,,0
lexeme,jibat,noun,,,jibat,تَابُوت,tābūt,תֵּבָה,tevá,"coffin, casket, sarcophagus","coffin, casket",tbt,egy:ḏbꜣt,0
lexeme,jibaut,noun,,,jibaut,خَاتَم,ḵātam,טַבַּעַת,tabá'at,ring,"ring (a circumscribing object, (roughly) circular and hollow, looking like an annual ring, earring, finger ring etc)",ḫtʔm,egy:ḏbꜥwt,0
lexeme,jidar,noun,,n,jidar,جِدَار,jidār,גָּדֵר,gadér,wall (division in a building),"fence, hedge, wall",jdr,,0
lexeme,jihad,noun,,,jihad,جِهَاد,jihād,גִּ׳יהַאד,jihad,religious struggle,jihad,jhd,,0
lexeme,jiniral,noun,,,jiniral,جِنِرال,jinirāl,גֶּנֶרָל,generál,"general (officer in any general rank, such as a brigadier general, major general, lieutenant general, etc.)",a general.,gnrl,fr:général,0
lexeme,jinz,noun,,,jinz,جِينْز,jīnz,גִ׳ינְס,jins,jeans,jeans,jnz,en:jeans,0
lexeme,jism,noun,,qitl,jism,جِسْم,jism,גֶּשֶׁם,géshem,a body,body,jsm,,0
lexeme,jubin,noun,,n,jubin,جُبْن,jubn,גְּבִינָה,g'viná,cheese,cheese,jbn,,0
lexeme,jubin,noun,,n+fem,jubina,جُبْنَة,jubna,גְּבִינָה,g'viná,"a cheese, a piece of cheese, one cut of cheese",cheese,jbn,,0
lexeme,juss,noun,,n,juss,جُثَّة,juṯṯa,גּוּף,guf,body,body (physical structure of a person or animal),jṯṯ,,0
lexeme,kabid,noun,,,kabid,كَبِد,kabid,כָּבֵד,kavéd,liver (“organ”),liver (organ of the body),kbd,,1
lexeme,kabkab,noun,,,kabkab,كَوْكَب,kawkab,כּוֹכָב,kokháv,star,star,kkb,,0
lexeme,kabs,noun,,qatl,kabs,كَبْش,kabš,כֶּבֶשׂ,kéves,"ram, male sheep",sheep (an ovine animal),kbś,,0
lexeme,kaisar,name/noun,,,kaisar,قَيْصَر,qayṣar,קֵיסָר,kesár,Kaiser (title of German emperors),"Kaiser, a title of German emperors",qyṣr,la:Caesar,1
lexeme,kalamas,noun,,,kalamas,قَلَم,qalam,קַלְמָר,kalmár,pencil,"pencil box, pencil case",qlmr,grc:κᾰ́λᾰμος,2
lexeme,kalx,noun,,,kalx,كَلْخ,kalḵ,כֶּלֶךְ,kélekh,Ferula gen. et spp.,"Ferula, A taxonomic genus within the family Apiaceae.",klḫ,,0
lexeme,kammana,noun,,,kammana,كَمُّون,kammūn,כַּמּוֹן,kamón,cumin (Cuminum cyminum),cumin,kmn,,0
lexeme,kanap,noun,,,kanap,كَنَف,kanaf,כָּנָף,kanáf,"the lateral propelling organ, the wing",wing,knp,,0
lexeme,kanaʕan,name,,n,kanaʕan,كَنْعَان,kanʕān,כְּנַעַן,k'ná'an,Canaan,Canaan (a grandson of Noah),knʕn,,0
lexeme,kangaru,noun,,,kangaru,كَنْغَر,kanḡar,קֶנְגּוּרוּ,kénguru,kangaroo,"kangaroo (a member of the Macropodidae family of large marsupials with strong hind legs for hopping, native to Australia)",knɣr,en:kangaroo,0
lexeme,kanisit,noun,,n,kanisit,كَنِيس,kanīs,כְּנֶסֶת,knéset,synagogue,"A synagogue, a congregation.",kns,,1
lexeme,kanisiy,noun,,n+fem,kanisiya,كَنِيسَة,kanīsa,כְּנֵסִיָּה,knesiyá,church (building and organization),church,kns,,1
lexeme,kanli,name,,,kanli,كُونْلِي,konlī,קונלי,kónli,a transliteration of the English surname Conley,a transliteration of the English surname Conley,knl,en:Conley,0
lexeme,kapputtšina,noun,,,kapputtšina,كَابُتْشِينُو,kābutšīnū,קַפּוּצִ׳ינוֹ,kapuchino,cappuccino.,cappuccino,kbtšn,it:cappuccino,0
lexeme,kapra,verb,D,D,kappra,كَفَّرَ,kaffara,כִּפֵּר,kippér,"to cover, hide",to cover,kpr,,0
lexeme,kapra,noun,,,kapra,كَفْر,kafr,כְּפָר,kfar,"open, town, village, suburb",village,kfr,,1
lexeme,karapas,noun,,n,karapas,كَرَفْس,karafs,כַּרְפַּס,karpás,celery,celery,krps,,0
lexeme,karis,noun,,,karis,كَرِش,kariš,כָּרֵס,karés,"potbelly, paunch, belly","abdomen, belly",krś,,0
lexeme,karpasa,noun,,,karpasa,كُرْسُف,kursuf,כַּרְפַּס,karpás,cotton,a type of expensive fabric made of cotton,krsf,sa:कर्पास,0
lexeme,karpasa,noun,,,karpasa,كِرْبَاس,kirbās,כַּרְפַּס,karpás,cotton-cloth,a type of expensive fabric made of cotton,krbs,sa:कर्पास,0
lexeme,kartis,noun,,,kartis,خَرِيطَة,ḵarīṭa,כַּרְטִיס,kartís,map,card,ḫrṭs,grc:χάρτης,0
lexeme,kartis,noun,,,kartis,خَرْطُوش,ḵarṭūš,כַּרְטִיס,kartís,"cartridge, cartridges",card,ḫrṭś,grc:χάρτης,0
lexeme,kasa,verb,G,G,kasa,كَسَا,kasā,כָּסָה,kasá,to cover,to be covered (participle),ks,,0
lexeme,kata,name,,,kata,كِيُوتُو,kiyōtō,קְיוֹטוֹ,kyoto,"Kyoto (the capital city of Kyoto Prefecture, Japan)","Kyoto (the capital city of Kyoto Prefecture, Japan)",kyt,ja:京都,0
lexeme,kataba,verb,Š,Š,šaktaba,أَكْتَبَ,ʔaktaba,הִכְתִּיב,hikhtív,"to dictate something to, to make someone write",to dictate,ktb,,0
lexeme,katib,adj/noun,,G+pcpl.act,kātib,كَاتِب,kātib,כּוֹתֵב,kotév,writer; author,A (male) writer or author.,ktb,,2
lexeme,katip,noun,,,katip,كَتِف,katif,כָּתֵף,katéf,"the shoulder, the shoulder joint",shoulder,ktp,,0
lexeme,kayafa,verb,tD,tD,takayyafa,تَكَيَّفَ,takayyafa,הִתְכַּיֵּף,hitkayéf,"to be or become in high spirits, cheerful, gay, to amuse, enjoy oneself, to have fun, good time, to revel","to have fun, enjoy",kyf,,0
lexeme,kayam,adj,,,kayam,قَيُّوم,qayyūm,קַיָּם,kayám,"enduring, most real and lasting, established, certain to exist (said of God)",enduring,qym,,0
lexeme,kayin,name,,,kayin,قَابِيل,qābīl,קַיִן,káyin,Cain (biblical son of Adam),Cain (the son of Adam and Eve who killed his brother Abel),qbl,,0
lexeme,kayin,name,,,kayin,قَايِين,qāyīn,קַיִן,káyin,Cain (biblical son of Adam),Cain (the son of Adam and Eve who killed his brother Abel),qyn,,0
lexeme,kayp,noun,,,kayp,كَيْف,kayf,כֵּיף,kef,mood,fun,kyp,,0
lexeme,kazaba,verb,D,D,kazzaba,كَذَّبَ,kaḏḏaba,כִּזֵּב,kizév,"to allege of lying, to disbelieve someone","to lie, to deceive",kḏb,,0
lexeme,kazib,adj/noun,,n,kazib,كَذِب,kaḏib,כָּזָב,kazáv,lying,lie,kḏb,,0
lexeme,kaʔam,noun,,,kaʔam,كَرْم,karm,כֶּרֶם,kérem,"vineyard, vines, orchard",vineyard,krm,egy:kA-A-m-M1-pr,1
lexeme,kaʔiba,verb,G,G,kaʔiba,كَئِبَ,kaʔiba,כָּאַב,ka'áv,to be sad,"to hurt, ache",kʔb,,0
lexeme,kaʔs,noun,,,kaʔs,كَأْس,kaʔs,כּוֹס,kos,a cup trophy,cup,kʔs,,1
lexeme,kfaff,noun,,n,kfaff,كَفّ,kaff,כְּפָפָה,kfafá,glove,glove,kff,,3
lexeme,kibuṣ,noun,,,kibuṣ,كِيبُوتْس,kībūts,קִבּוּץ,kibútz,kibbutz,a 'kibbutz' - a collective settlement in Israel,kbt,,0
lexeme,kimiyaʔ,noun,,n,kimiyaʔ,كِيمِيَاء,kīmiyāʔ,כִימְיָה,khímya,chemistry,chemistry,kmyʔ,,0
lexeme,kini,noun,,,kini,كُور,kūr,כּוּר,kur,"furnace, smelting furnace, forge",A furnace for melting metals.,kwr,,0
lexeme,kinnar,noun,,,kinnar,جَنْك,,כִּנּוֹר,kinór,"harp, or a kind thereof",harp,jnk,,2
lexeme,kinnar,noun,,,kinnar,صَنْج,ṣanj,כִּנּוֹר,kinór,harp,harp,ṣnj,,2
lexeme,kinnar,noun,,,kinnar,قِيثَارَة,qīṯāra,גִּיטָרָה,gitára,guitar,guitar,qṯr,qfa-hur-pro:*kinnar,2
lexeme,kinnar,noun,,,kinnar,كِنَّارَة,kinnāra,כִּנּוֹר,kinór,lyre,lyre,knr,,2
lexeme,kirasas,noun,,,kirasas,قَرَاسِيَا,qarāsiyā,שֶׁרִי,shéri,"cherry plant, cherry tree",sherry,qrsy,grc:κερᾰσός,0
lexeme,kis,noun,,n,kis,كِيس,kīs,כִּיס,kís,"bag, sack","pouch, bag, purse",ks,,1
lexeme,kitabit,noun,,n,kitabit,كِتَابَة,kitāba,כְּתֹבֶת,k'tóvet,writing,inscription,ktbt,,1
lexeme,kiw,name,,,kiw,كِيِيف,kiyīf,קִיֶב,kiyev,Kyiv (the capital city of Ukraine),Kyiv (the capital city of Ukraine and regional administrative centre of Kyiv Oblast),kyf,orv:Кꙑевъ,0
lexeme,kixtab,noun,,n,kixtab,كِتَاب,kitāb,מִכְתָּב,mikhtáv,"letter, note, paper, piece of writing, message",letter (written message),ktb,,5
lexeme,kiya,conj/prep,,,kiya,كَيْ,kay,כִּי,ki,in order that (followed by the subjunctive),"because, for, since",ky,,0
lexeme,klarin,noun,,,klarin,كُلُور,kulūr,כְּלוֹר,klór,chlorine,"chlorine (a toxic, green, gaseous chemical element (symbol Cl) with an atomic number of 17)",klr,en:chlorine,1
lexeme,kram,noun,,,kram,كْرُوم,krōm,כְּרוֹם,króm,chromium,"chromium (a chemical element (symbol Cr) with an atomic number of 24: a steely-grey, lustrous, hard and brittle transition metal)",krm,fr:chrome,0
lexeme,krim,noun,,,krim,كْرِيم,krēm,קְרֵם,k'rem,cream,cream,krm,fr:crème,0
lexeme,kuda,noun,,,kuda,قُدّ,qudd,קוֹד,kód,cod (the fish),code,qd,enm:code,0
lexeme,kuly,noun,,qutl+fem,kulya,كُلْيَة,kulya,כִּלְיָה,kilyá,kidney,kidney,kly,,0
lexeme,kupa,noun,,,kupa,كُوب,kūb,קאפּ,káp,"glass, cup",cup (bra),kb,la:cūpa,0
lexeme,kupta,noun,,,kupta,كُفْتَة,kufta,כֻּפְתָּה,kuftá,"kufta, meatball, meat dumpling",kofta,kpt,,0
lexeme,kursiyy,noun,,n,kursiyy,كُرْسِيّ,kursiyy,כֵּס,kés,throne,throne,krs,,1
lexeme,kuskus,noun,,,kuskus,كُسْكُس,kuskus,כּוּסְכּוּס,kuskus,couscous,couscous,ksks,,0
lexeme,kuss,noun,,,kuss,كُسّ,kuss,כּוּס,kus,pussy,A pussy (vagina).,ks,,0
lexeme,kuxal,adj,,n,kuxal,كُحْلِيّ,kuḥliyy,כָּחֹל,kaḥól,"dark blue, blue-black, navy blue","blue, a darker shade than תְּכֵלֶת (tchélet)",kḥl,,0
lexeme,kuzbara,noun,,,kuzbara,كُزْبَرَة,kuzbara,כֻּסְבָּרָה,kúsbara,"coriander, cilantro","coriander, cilantro",kzbr,,0
lexeme,kwala lumpar,name,,,kwala lumpar,كُوَالَا لُمْبُور,kuwālā lumbūr,קוּאָלָה לוּמְפּוּר,kuala lumpur,Kuala Lumpur (a federal territory of Malaysia),Kuala Lumpur (a federal territory of Malaysia),kwllmbr,ms:Kuala Lumpur,0
lexeme,kypras,name,,,kypras,قُبْرُص,qubruṣ,קַפְרִיסִין,kafrisín,"Cyprus (an island and country in the Mediterranean Sea, normally considered politically part of Europe but geographically part of West Asia)","Cyprus (an island and country in the Mediterranean Sea, normally considered politically part of Europe but geographically part of West Asia)",qbrṣn,grc:Κῠ́προς,0
lexeme,laban,adj,,qatal,laban,لَبَنِيّ,labaniyy,לָבָן,laván,milk-white,white (color),lbn,,1
lexeme,laban,name,,,laban,لُبْنَان,lubnān,לָבָן,laván,Lebanon (a country in West Asia in the Middle East),Laban,lbn,,1
lexeme,labis,adj/noun,,n,labis,لَبِيس,labīs,לָבוּשׁ,lavúsh,"worn, used as apparel",dressed,lbs,,0
lexeme,labiʔ,noun,,,labiʔ,لَبُؤَة,labuʔa,לְבִיאָה,l'vi'á,lioness,lioness,lbʔ,,2
lexeme,labiʔ,noun,,,labiʔ,لَبْوَة,labwa,לְבִיאָה,l'vi'á,lioness,lioness,lbw,,2
lexeme,labn,noun,,qatl,labn,لَبْنَة,labna,לָבָן,laván,"labneh, labna, libna",Laban,lbn,,0
lexeme,lahab,noun,,,lahab,لَهَب,lahab,לֶהָבָה,lehavá,"flame, blaze, flare",flame,lhb,,0
lexeme,lahib,noun,,n,lahib,لَهِيب,lahīb,לַהַב,láhav,"flame, blaze",a bright flame; a blaze,lhb,,1
lexeme,lahj,noun,,qatl,lahj,لَهْجَة,lahja,לַהַג,láhag,dialect,"dialect, idiom",lhj,,0
lexeme,landan,name,,,landan,لُنْدُن,lundun,לוֹנְדּוֹן,lóndon,London (the capital city of the United Kingdom; the capital city of England),"London (the capital city of the United Kingdom; the capital city of England, within Greater London)",lndn,en:London,0
lexeme,lapt,noun,,,lapt,لِفْت,lift,לֶפֶת,léfet,turnip (Brassica rapa subsp. rapa),"turnip (the white root of a yellow-flowered plant, Brassica rapa, grown as a vegetable and as fodder for cattle)",lft,,0
lexeme,laptap,noun,,,laptap,لَابْتُوب,lābtop,לָפְּטוֹפּ,láptop,laptop,"A laptop, a laptop computer.",lbtp,en:laptop,0
lexeme,lasulṭaw,adj/noun,,n+nisba,lasulṭawi,لَاسُلْطَوِيّ,lā-sulṭawiyy,שִׁלְטוֹנִי,shiltoní,anarchistic,governmental,slṭ,,1
lexeme,lat,name,,,lat,لُوط,lūṭ,לוֹט,lót,"Lot, Lut (Abrahamic figure)",Lot,lwṭ,,0
lexeme,law,conj,,n,law,لَوْ,,לוּ,lu,if only,"if only, I wish",lw,,0
lexeme,laxm,noun,,qatl,laxm,لَحْم,laḥm,לֶחֶם,lékhem,"flesh, meat",food,lḥm,,0
lexeme,laxn,noun,,,laxn,لَحْن,laḥn,לַחַן,lákhan,"melody, tune","A tune (as the tune of a song), a melody.",lḥn,,0
lexeme,layis,name/noun,,n,layis,لَيْث,layṯ,לַיִשׁ,láyish,lion,lion,lyṯ,,0
lexeme,layl,noun,,,layl,لَيْل,layl,לַיִל,láyil,"nighttime, night",night,lyl,,3
lexeme,layl,noun,,,layl,لَيْلَة,layla,לַיִל,láyil,a night,night,lyl,,3
lexeme,laylak,noun,,,laylak,لَيْلَك,laylak,לִילָךְ,lilákh,lilac (Syringa gen. et spp.),lilac,lylk,,0
lexeme,libas,noun,,n,libas,لِبَاس,libās,לְבוּשׁ,l'vúsh,"clothes, raiment, vestment, dress",clothing,lbs,,2
lexeme,libb,noun,,,libb,لُبّ,lubb,לֵב,lev,"pulp, backlog, marrow, core, heart","heart, core, center (the deepest, most central part of something)",lbb,,1
lexeme,libin,noun,,n,libin,لِبْن,libn,לְבֵנָה,l'vená,"bricks, adobes",brick,lbn,,0
lexeme,lima,adv,,n,lima,لِمَا,limā,לָ֫מָּה,láma,"for what (relative, not interrogative)",for which reason,lm,,0
lexeme,limaza,adv,,G,limaza,لِمَاذَا,li-māḏā,לָמָּה זֶה,láma zé,why,why,lmḏ,,0
lexeme,limin,noun,,,limin,مِينَاء,mīnāʔ,נָמֵל,namél,"port, harbor",port,mnlʔ,grc:λιμήν,0
lexeme,lira,noun,,,lira,لَيْرَة,layra,לִירָה,líra,lira (denomination of currency used in Turkey),"lira (current currency of Turkey and former currency of many countries, including Israel)",lyr,it:lira,1
lexeme,listis,noun,,,listis,لُصّ,luṣṣ,לִסְטִים,listím,thief,brigand,lṣtm,grc:λῃστής,0
lexeme,listis,noun,,,listis,لِصّ,liṣṣ,לִסְטִים,listím,"thief, robber",brigand,lṣtm,grc:λῃστής,0
lexeme,litr,noun,,,litr,لِتْر,litr,לִיטֶר,líter,litre,litre,ltr,fr:litre,1
lexeme,lišan,noun,,,lišan,لِسَان,lisān,לָשׁוֹן,lashón,tongue,tongue,lsn,,0
lexeme,lišbuna,name,,,lišbuna,لِشْبُونَة,Lišbūna,לִיסְבּוֹן,lísbon,"Lisbon (a port city on the Iberian Peninsula, at the mouth of the Tagus River on the Atlantic Ocean; the capital city of Portugal)","Lisbon (a port city on the Iberian Peninsula, at the mouth of the Tagus River on the Atlantic Ocean; the capital city of Portugal)",lśbn,,0
